gönder app,campaign_network,adgroup_network,day,installs,ecpi,cost,all_revenue,roas_d0,roas_d1,roas_d2,roas_d3,roas_d4,roas_d5,roas_d6,roas_d7,roas_d14,roas_d21,roas_d30,roas_d45
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_200506,2025-08-23,0,0.0,0.0,0.0437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_204147,2025-08-23,0,0.0,0.0,0.1795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_205201,2025-08-23,0,0.0,0.0,0.6948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_207608,2025-08-23,0,0.0,0.0,0.5285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_207962,2025-08-23,0,0.0,0.0,0.3838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_208146,2025-08-23,0,0.0,0.0,0.4318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_300576,2025-08-23,0,0.0,0.0,0.4244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_49378_206305,2025-08-23,0,0.0,0.0,0.0841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_49558_208163,2025-08-23,0,0.0,0.0,0.7702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_49558_208164,2025-08-23,0,0.0,0.0,2.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_49558_208165,2025-08-23,0,0.0,0.0,0.7032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_50098_208234,2025-08-23,0,0.0,0.0,0.2994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_MTkxNDF8,2025-08-23,0,0.0,0.0,16.7719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SKK_Yzg3NGFlNGVjYWEzNGU2YmE3ZTl8,2025-08-23,0,0.0,0.0,0.1847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-08-23,0,0.0,0.0,7.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_AU_CPE,SPE_WUpaY0xnb1A3QWNh,2025-08-23,0,0.0,0.0,0.4125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_CA_CPE,SPE_WUpaY0xnb1A3QWNh,2025-08-23,0,0.0,0.0,0.3598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_UK_CPE,SPE_WUpaY0xnb1A3QWNh,2025-08-23,0,0.0,0.0,0.8346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SAP_LV9UVnNKZTY4WjZW,2025-08-23,0,0.0,0.0,0.3991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_205841,2025-08-23,0,0.0,0.0,1.3175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_205907,2025-08-23,0,0.0,0.0,0.0913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_206814,2025-08-23,0,0.0,0.0,0.1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_207675,2025-08-23,0,0.0,0.0,0.0766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_208098,2025-08-23,0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_208110,2025-08-23,0,0.0,0.0,0.3079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_208198,2025-08-23,0,0.0,0.0,0.0332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_208231,2025-08-23,0,0.0,0.0,0.1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_208237,2025-08-23,0,0.0,0.0,0.1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_,2025-08-23,0,0.0,0.0,10.5097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_201946,2025-08-23,0,0.0,0.0,2.6185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_203540,2025-08-23,0,0.0,0.0,0.0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_205841,2025-08-23,0,0.0,0.0,0.2527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_206636,2025-08-23,0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207364,2025-08-23,0,0.0,0.0,2.5729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207632,2025-08-23,0,0.0,0.0,0.5531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207675,2025-08-23,0,0.0,0.0,0.9205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_208110,2025-08-23,0,0.0,0.0,0.0519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_208117,2025-08-23,0,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_208146,2025-08-23,0,0.0,0.0,2.4397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_208179,2025-08-23,0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_208198,2025-08-23,0,0.0,0.0,0.1931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_208231,2025-08-23,0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_MTkwMzZ8,2025-08-23,0,0.0,0.0,8.5079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-08-24,116,2.5,275.0,225.5265,0.5454,0.6202,0.6601,0.7083,0.7213,0.7324,0.7359,0.7421,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,MTkwMzZ8,2025-08-24,88,2.5,207.5,111.4459,0.0842,0.0842,0.0897,0.0897,0.0897,0.0897,0.1006,0.1011,0.0,0.0,0.0,0.0
Venomidle Survive,AppSa_Alien_GP_US_CPI,LV9UVnNKZTY4WjZW,2025-08-24,0,0.0,0.0,39.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venomidle Survive,AppSa_Alien_GP_US_CPI,ZUpIY1o2eFJEa1Mw,2025-08-24,0,0.0,0.0,3.4575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venomidle Survive,AppSa_Alien_iOS_US_CPI,OTlwSkZrSHNEcm01,2025-08-24,0,0.0,0.0,0.1408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venomidle Survive,AppSa_Alien_iOS_US_CPI,WUpaY0xnb1A3QWNh,2025-08-24,0,0.0,0.0,1.5581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,LV9UVnNKZTY4WjZW,2025-08-24,0,0.0,0.0,2.7818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,MTkxNDF8,2025-08-24,0,0.0,0.0,6.7578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SEA_ZUpIY1o2eFJEa1Mw,2025-08-24,0,0.0,0.0,29.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_200540,2025-08-24,0,0.0,0.0,0.4398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_203540,2025-08-24,0,0.0,0.0,0.0344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_204590,2025-08-24,0,0.0,0.0,1.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_204685,2025-08-24,0,0.0,0.0,4.1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_205192,2025-08-24,0,0.0,0.0,0.3408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_205771,2025-08-24,0,0.0,0.0,0.7549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_205841,2025-08-24,0,0.0,0.0,0.1139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_206095,2025-08-24,0,0.0,0.0,0.1847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_206305,2025-08-24,0,0.0,0.0,0.1207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_206791,2025-08-24,0,0.0,0.0,0.1149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207364,2025-08-24,0,0.0,0.0,0.0751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207509,2025-08-24,0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207608,2025-08-24,0,0.0,0.0,0.9833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207675,2025-08-24,0,0.0,0.0,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207793,2025-08-24,0,0.0,0.0,0.5307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_207962,2025-08-24,0,0.0,0.0,0.4306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_208098,2025-08-24,0,0.0,0.0,0.0536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_208110,2025-08-24,0,0.0,0.0,0.0838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_34631_208243,2025-08-24,0,0.0,0.0,0.2972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_204142,2025-08-24,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_204147,2025-08-24,0,0.0,0.0,0.8712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_206305,2025-08-24,0,0.0,0.0,0.1888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_206791,2025-08-24,0,0.0,0.0,0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_207608,2025-08-24,0,0.0,0.0,0.5052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_207962,2025-08-24,0,0.0,0.0,0.1727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_208146,2025-08-24,0,0.0,0.0,2.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_45209_300576,2025-08-24,0,0.0,0.0,0.2743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_49558_208163,2025-08-24,0,0.0,0.0,2.6161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_49558_208164,2025-08-24,0,0.0,0.0,1.6046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_49558_208165,2025-08-24,0,0.0,0.0,0.4696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_50098_208234,2025-08-24,0,0.0,0.0,0.0778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SFT_MTkxNDF8,2025-08-24,0,0.0,0.0,18.9831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SKK_Yzg3NGFlNGVjYWEzNGU2YmE3ZTl8,2025-08-24,0,0.0,0.0,0.2331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_GP_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-08-24,0,0.0,0.0,3.6456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_AU_CPE,SPE_WUpaY0xnb1A3QWNh,2025-08-24,0,0.0,0.0,0.5097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_CA_CPE,SPE_WUpaY0xnb1A3QWNh,2025-08-24,0,0.0,0.0,0.4278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_UK_CPE,SPE_WUpaY0xnb1A3QWNh,2025-08-24,0,0.0,0.0,1.3986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SAP_LV9UVnNKZTY4WjZW,2025-08-24,0,0.0,0.0,1.7359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_205841,2025-08-24,0,0.0,0.0,0.7283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_205907,2025-08-24,0,0.0,0.0,0.0798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_206305,2025-08-24,0,0.0,0.0,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_207364,2025-08-24,0,0.0,0.0,0.0705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_207608,2025-08-24,0,0.0,0.0,0.0446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_207675,2025-08-24,0,0.0,0.0,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_207962,2025-08-24,0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_208110,2025-08-24,0,0.0,0.0,0.1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_208198,2025-08-24,0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_208231,2025-08-24,0,0.0,0.0,0.1047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_34631_208237,2025-08-24,0,0.0,0.0,23.3081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_,2025-08-24,0,0.0,0.0,0.9586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_204590,2025-08-24,0,0.0,0.0,0.1401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_205841,2025-08-24,0,0.0,0.0,0.2046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207632,2025-08-24,0,0.0,0.0,0.1168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207675,2025-08-24,0,0.0,0.0,0.3932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_207962,2025-08-24,0,0.0,0.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_208110,2025-08-24,0,0.0,0.0,0.2823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_208117,2025-08-24,0,0.0,0.0,0.2742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_208146,2025-08-24,0,0.0,0.0,3.0919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_208179,2025-08-24,0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_208231,2025-08-24,0,0.0,0.0,0.0755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_45209_300576,2025-08-24,0,0.0,0.0,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SFT_MTkwMzZ8,2025-08-24,0,0.0,0.0,13.2472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,SPE_WUpaY0xnb1A3QWNh,2025-08-25,134,2.5,295.0,303.4068,0.6873,0.787,0.8125,0.8318,0.8459,0.8683,0.8729,0.8815,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,MTkwMzZ8,2025-08-25,80,2.5,175.0,117.1647,0.3942,0.4414,0.4513,0.4671,0.4781,0.4898,0.497,0.5072,0.0,0.0,0.0,0.0
Bus Frenzy,AppSa_BusFrenzy_iOS_US_CPE,ScR_OTlwSkZrSHNEcm01,2025-08-25,16,2.0,30.0,3.0071,0.1639,0.1698,0.1724,0.1867,0.1931,0.1985,0.2044,0.2175,0.0,0.0,0.0,0.0
Venomidle Survive,AppSa_Alien_GP_US_CPI,LV9UVnNKZTY4WjZW,2025-08-25,0,0.0,0.0,19.6562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venomidle Survive,AppSa_Alien_GP_US_CPI,ZUpIY1o2eFJEa1Mw,2025-08-25,0,0.0,0.0,1.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venomidle Survive,AppSa_Alien_iOS_US_CPI,OTlwSkZrSHNEcm01,2025-08-25,0,0.0,0.0,3.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venomidle Survive,AppSa_Alien_iOS_US_CPI,WUpaY0xnb1A3QWNh,2025-08-25,0,0.0,0.0,7.6459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
