app,campaign_network,adgroup_network,day,installs,ecpi,cost,all_revenue,roas_d0,roas_d1,roas_d2,roas_d3,roas_d4,roas_d5,roas_d6,roas_d7,roas_d14,roas_d21,roas_d30,roas_d45
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,QnN5MFBRaktvS1dq,2025-09-06,2,3.0,3.0,6.3515,0.3705,0.4009,0.6325,0.6423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,QnN5MFBRaktvS1dq,2025-09-07,13,3.0,39.0,10.9514,0.5857,0.7272,0.7272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,QnN5MFBRaktvS1dq,2025-09-08,13,3.0,33.0,25.8058,0.3832,0.3891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-08,46,3.0,132.0,14.1453,0.2121,0.267,0.3183,0.3432,0.3564,0.3683,0.3744,0.3822,0.4634,0.5018,0.5157,0.516
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-09,61,3.0,159.0,44.9148,0.2469,0.3285,0.3867,0.436,0.4587,0.4771,0.4897,0.5088,0.6133,0.6552,0.6567,0.6572
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-10,67,3.0,186.0,47.1451,0.1697,0.2154,0.2331,0.255,0.2745,0.3003,0.3216,0.3247,0.3649,0.3745,0.3907,0.3907
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-11,63,3.0,177.0,51.564,0.1605,0.2167,0.2675,0.3074,0.3355,0.3613,0.384,0.3935,0.4133,0.425,0.4255,0.4266
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-12,41,3.0,114.0,46.7309,0.2035,0.3007,0.3753,0.4311,0.4744,0.5166,0.5613,0.5914,0.7656,0.8579,0.946,0.946
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-13,66,3.0,177.0,66.0747,0.2576,0.3354,0.3911,0.4406,0.4678,0.5056,0.5308,0.5571,0.6767,0.8042,0.8704,0.8751
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-14,66,3.0,177.0,70.7467,0.203,0.2679,0.3179,0.3456,0.3715,0.3943,0.4091,0.4187,0.4742,0.5047,0.5338,0.5338
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-15,73,3.0,198.0,77.7257,0.1815,0.2708,0.3077,0.342,0.3735,0.402,0.4172,0.4264,0.5116,0.5931,0.6173,0.6197
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-16,72,3.0,180.0,78.0873,0.1583,0.2075,0.2401,0.2651,0.2859,0.2896,0.2965,0.3007,0.3252,0.3344,0.349,0.3518
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-17,82,3.0,228.0,100.8254,0.2349,0.2703,0.3071,0.3325,0.3705,0.3873,0.4026,0.4202,0.5638,0.6476,0.7446,0.7509
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-18,49,3.0,129.0,71.0306,0.1616,0.1933,0.2261,0.2583,0.2803,0.2987,0.3022,0.3052,0.3428,0.3577,0.3627,0.3716
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-19,38,3.0,105.0,58.9751,0.2191,0.2855,0.3431,0.3737,0.396,0.4175,0.4482,0.4623,0.5309,0.5397,0.5511,0.5513
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-20,51,3.0,150.0,66.7393,0.2088,0.2378,0.2656,0.2836,0.311,0.3253,0.3321,0.34,0.3718,0.3935,0.3985,0.3986
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-21,43,3.0,126.0,56.9902,0.132,0.1723,0.2096,0.2312,0.2556,0.261,0.2717,0.3014,0.3836,0.4327,0.4398,0.4398
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-22,35,3.0,93.0,53.1805,0.1685,0.1942,0.2033,0.2117,0.2126,0.2353,0.2393,0.2478,0.2905,0.2983,0.3156,0.3364
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-23,24,3.0,63.0,44.2767,0.1287,0.1576,0.1676,0.1751,0.1826,0.1934,0.2039,0.2156,0.2297,0.2498,0.2712,0.272
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-24,36,3.0,93.0,51.2627,0.1861,0.2328,0.268,0.2875,0.2886,0.293,0.293,0.2933,0.3006,0.33,0.3323,0.3338
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-25,24,3.0,69.0,48.3141,0.1582,0.1901,0.2103,0.2135,0.2224,0.2275,0.2275,0.2275,0.2292,0.2338,0.2453,0.2453
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-26,37,3.0,111.0,51.1219,0.2198,0.2397,0.2763,0.3006,0.3094,0.3157,0.323,0.3506,0.387,0.456,0.5415,0.6712
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-27,29,3.0,72.0,46.3135,0.2143,0.2321,0.2607,0.2783,0.3162,0.3408,0.3761,0.408,0.5709,0.6047,0.626,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-28,32,3.0,90.0,48.5313,0.3095,0.4725,0.5315,0.5695,0.6022,0.623,0.6797,0.7396,0.9823,1.0574,1.1572,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-29,39,3.0,102.0,66.3965,0.2948,0.3978,0.4376,0.5092,0.5822,0.6233,0.6623,0.6923,0.8344,0.904,0.9934,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-30,35,3.0,102.0,61.9484,0.133,0.1636,0.1876,0.2054,0.2165,0.2283,0.2326,0.2355,0.2828,0.3168,0.3301,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-07-31,33,2.7576,91.0,51.9811,0.1437,0.2087,0.2646,0.2785,0.2986,0.3222,0.3356,0.4085,0.5529,0.6737,0.6778,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-01,32,2.5,72.5,36.3939,0.1936,0.2182,0.2312,0.2543,0.2771,0.2994,0.3167,0.3261,0.3989,0.4328,0.4596,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-02,27,2.5,62.5,59.9212,0.2255,0.2555,0.3123,0.3183,0.3286,0.3325,0.3355,0.3402,0.3487,0.3606,0.3692,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-03,15,2.5,37.5,40.2141,0.099,0.1309,0.1421,0.1498,0.1498,0.1563,0.1563,0.1563,0.2224,0.2841,0.3322,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-04,16,2.5,35.0,36.8137,0.175,0.2128,0.2592,0.2911,0.3295,0.3418,0.3796,0.393,0.4555,0.474,0.4887,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-05,11,2.5,27.5,41.6297,0.2241,0.2786,0.3296,0.3603,0.3603,0.3603,0.3747,0.3855,0.42,0.4583,0.4583,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-06,11,2.5,25.0,36.3795,0.4522,0.7509,1.0807,1.254,1.3,1.4406,1.5523,1.6682,1.9125,1.9872,1.9872,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-07,14,2.5,35.0,45.1165,0.3402,0.4068,0.4225,0.4592,0.4794,0.4815,0.4829,0.4836,0.502,0.5465,0.551,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-08,7,2.5,17.5,43.5009,0.4643,0.4643,0.4643,0.4643,0.4643,0.4643,0.4643,0.4643,0.4709,0.494,0.5404,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-09,4,2.5,10.0,30.7326,0.0718,0.0718,0.0718,0.0718,0.0718,0.2796,0.3649,0.3649,0.458,0.458,0.458,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-10,8,2.5,20.0,32.9074,0.4357,0.5458,0.5768,0.642,0.7024,0.7302,0.7374,0.7615,0.816,0.8225,0.8298,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-11,5,2.5,12.5,18.2234,0.0397,0.0431,0.0555,0.0555,0.0555,0.0583,0.0886,0.0886,0.1013,0.1088,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-12,18,2.5,42.5,31.2524,0.2703,0.3158,0.3705,0.3705,0.3705,0.3705,0.3705,0.3705,0.3913,0.4419,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-13,29,2.5,57.5,27.3414,0.2407,0.3285,0.3885,0.4695,0.5473,0.5885,0.6157,0.6326,0.6423,0.6437,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-14,30,2.5,65.0,40.768,0.3167,0.3917,0.4247,0.4472,0.4551,0.4656,0.4722,0.4745,0.4774,0.4774,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-15,47,2.5,112.5,46.3629,0.1874,0.2504,0.3296,0.3526,0.3664,0.3843,0.3885,0.3921,0.4053,0.4146,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-16,52,2.5,130.0,43.1292,0.225,0.3518,0.4018,0.4656,0.4892,0.5128,0.5219,0.5305,0.564,0.5772,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-17,56,2.5,132.5,66.6339,0.2562,0.2923,0.2947,0.3097,0.3148,0.3169,0.3194,0.3226,0.3402,0.3502,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-18,32,2.5,72.5,69.0593,0.2271,0.2445,0.247,0.2494,0.2576,0.265,0.2666,0.2679,0.2696,0.2732,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-19,0,0.0,0.0,19.3875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-20,1,2.5,2.5,18.8102,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-21,1,2.5,2.5,11.653,0.2205,0.2205,0.2205,0.2205,0.2205,0.2205,0.2205,0.2205,0.2205,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-22,0,0.0,0.0,13.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-23,0,0.0,0.0,6.8871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-24,1,2.5,2.5,7.8201,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0353,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-25,0,0.0,0.0,7.5763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-26,0,0.0,0.0,11.2223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-27,0,0.0,0.0,3.9834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-28,0,0.0,0.0,2.2188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-29,0,0.0,0.0,5.2973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-30,0,0.0,0.0,2.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-08-31,0,0.0,0.0,2.4616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-09-01,0,0.0,0.0,2.4056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-09-02,0,0.0,0.0,1.4827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-09-03,0,0.0,0.0,1.3121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-09-04,0,0.0,0.0,1.0661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-09-05,0,0.0,0.0,2.3489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-09-06,0,0.0,0.0,2.6901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-09-07,0,0.0,0.0,1.2998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blossom Match iOS,a:BlossomMatch|p:iOS|g:US|ct:CPI|e:MRLevels|t:Yes|au:_|cf:_|s:appsamurai_int|d:250707,WUpaY0xnb1A3QWNh,2025-09-08,0,0.0,0.0,3.6666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solitaire Android,a:Solitaire|p:Android|g:US|ct:CPI|e:MRLevels|t:_|au:_|cf:_|s:appsamurai_int|d:250820,e3N1Yl9hZmZ9,2025-08-21,1,0.1,0.1,0.057,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.0,0.0,0.0
Solitaire Android,a:Solitaire|p:Android|g:US|ct:CPI|e:MRLevels|t:_|au:_|cf:_|s:appsamurai_int|d:250820,LV9UVnNKZTY4WjZW,2025-08-26,143,2.4,316.8,17.5552,0.1183,0.1638,0.1978,0.2311,0.2634,0.286,0.3065,0.3299,0.4313,0.0,0.0,0.0
Solitaire Android,a:Solitaire|p:Android|g:US|ct:CPI|e:MRLevels|t:_|au:_|cf:_|s:appsamurai_int|d:250820,LV9UVnNKZTY4WjZW,2025-08-27,170,2.4,355.2,46.4493,0.0781,0.0978,0.1135,0.1285,0.1521,0.1652,0.1779,0.1929,0.0,0.0,0.0,0.0
Solitaire Android,a:Solitaire|p:Android|g:US|ct:CPI|e:MRLevels|t:_|au:_|cf:_|s:appsamurai_int|d:250820,LV9UVnNKZTY4WjZW,2025-08-28,167,2.4,338.4,42.5331,0.0744,0.0977,0.1118,0.1373,0.1539,0.1702,0.1851,0.197,0.0,0.0,0.0,0.0
Solitaire Android,a:Solitaire|p:Android|g:US|ct:CPI|e:MRLevels|t:_|au:_|cf:_|s:appsamurai_int|d:250820,LV9UVnNKZTY4WjZW,2025-08-29,104,2.4,230.4,34.7085,0.0656,0.0744,0.0853,0.0926,0.105,0.1171,0.1242,0.1344,0.0,0.0,0.0,0.0
Solitaire Android,a:Solitaire|p:Android|g:US|ct:CPI|e:MRLevels|t:_|au:_|cf:_|s:appsamurai_int|d:250820,LV9UVnNKZTY4WjZW,2025-08-30,51,2.4,115.2,42.2929,0.1358,0.1905,0.2256,0.2647,0.3146,0.3585,0.3993,0.474,0.0,0.0,0.0,0.0
Solitaire Android,a:Solitaire|p:Android|g:US|ct:CPI|e:MRLevels|t:_|au:_|cf:_|s:appsamurai_int|d:250820,LV9UVnNKZTY4WjZW,2025-08-31,65,2.4,139.2,44.3796,0.1239,0.1629,0.1817,0.2176,0.2478,0.2821,0.3149,0.3554,0.0,0.0,0.0,0.0
Solitaire Android,a:Solitaire|p:Android|g:US|ct:CPI|e:MRLevels|t:_|au:_|cf:_|s:appsamurai_int|d:250820,LV9UVnNKZTY4WjZW,2025-09-01,80,2.4,180.0,46.499,0.0985,0.1355,0.1563,0.2049,0.218,0.2355,0.2569,0.2658,0.0,0.0,0.0,0.0
Solitaire Android,a:Solitaire|p:Android|g:US|ct:CPI|e:MRLevels|t:_|au:_|cf:_|s:appsamurai_int|d:250820,LV9UVnNKZTY4WjZW,2025-09-02,87,2.4,192.0,49.8528,0.086,0.1164,0.1295,0.1401,0.144,0.1574,0.1779,0.1812,0.0,0.0,0.0,0.0
Solitaire Android,a:Solitaire|p:Android|g:US|ct:CPI|e:MRLevels|t:_|au:_|cf:_|s:appsamurai_int|d:250820,LV9UVnNKZTY4WjZW,2025-09-03,47,2.4,105.6,54.7045,0.1221,0.1736,0.2211,0.2609,0.2911,0.3135,0.3158,0.0,0.0,0.0,0.0,0.0
Solitaire Android,a:Solitaire|p:Android|g:US|ct:CPI|e:MRLevels|t:_|au:_|cf:_|s:appsamurai_int|d:250820,LV9UVnNKZTY4WjZW,2025-09-04,26,2.4,60.0,44.841,0.1459,0.1707,0.1937,0.2105,0.2141,0.2219,0.0,0.0,0.0,0.0,0.0,0.0
Solitaire Android,a:Solitaire|p:Android|g:US|ct:CPI|e:MRLevels|t:_|au:_|cf:_|s:appsamurai_int|d:250820,LV9UVnNKZTY4WjZW,2025-09-05,23,2.4,52.8,46.8321,0.1345,0.1453,0.1595,0.1841,0.1938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solitaire Android,a:Solitaire|p:Android|g:US|ct:CPI|e:MRLevels|t:_|au:_|cf:_|s:appsamurai_int|d:250820,LV9UVnNKZTY4WjZW,2025-09-06,18,2.4,38.4,46.8188,0.3005,0.3509,0.3893,0.4081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solitaire Android,a:Solitaire|p:Android|g:US|ct:CPI|e:MRLevels|t:_|au:_|cf:_|s:appsamurai_int|d:250820,LV9UVnNKZTY4WjZW,2025-09-07,29,2.4,64.8,54.0232,0.2382,0.315,0.3233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solitaire Android,a:Solitaire|p:Android|g:US|ct:CPI|e:MRLevels|t:_|au:_|cf:_|s:appsamurai_int|d:250820,LV9UVnNKZTY4WjZW,2025-09-08,29,2.4,62.4,47.7015,0.1411,0.1449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solitaire Android,a:Solitaire|p:Android|g:US|ct:CPI|e:MRLevels|t:_|au:_|cf:_|s:appsamurai_int|d:250820,WUpaY0xnb1A3QWNh,2025-08-22,21,2.4,38.4,12.6757,0.3746,0.4557,0.5562,0.6252,0.6685,0.7112,0.7261,0.7426,0.7786,0.0,0.0,0.0
Solitaire Android,a:Solitaire|p:Android|g:US|ct:CPI|e:MRLevels|t:_|au:_|cf:_|s:appsamurai_int|d:250820,WUpaY0xnb1A3QWNh,2025-08-23,15,2.4,36.0,15.5525,0.4567,0.493,0.501,0.5138,0.5257,0.5414,0.5414,0.5518,0.5556,0.0,0.0,0.0
