app,campaign_network,adgroup_network,day,installs,ecpi,cost,all_revenue,roas_d0,roas_d1,roas_d2,roas_d3,roas_d4,roas_d5,roas_d6,roas_d7,roas_d14,roas_d21,roas_d30,roas_d45
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,Nzcx,2025-07-21,0,0.0,0.0,0.0237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,Nzcx,2025-07-22,0,0.0,0.0,0.0893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,Nzcx,2025-07-23,0,0.0,0.0,0.0261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,Nzcx,2025-07-24,0,0.0,0.0,0.0364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,Nzcx,2025-07-26,0,0.0,0.0,0.0541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,Nzcx,2025-07-28,0,0.0,0.0,0.0902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODE1,2025-08-02,0,0.0,0.0,0.0083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODE1,2025-08-18,0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODEz,2025-07-19,0,0.0,1.63,1.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODEz,2025-08-15,0,0.0,0.5,0.1336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODEz,2025-08-16,0,0.0,0.0,0.0354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODEz,2025-08-18,0,0.0,0.5,0.4696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODEz,2025-08-20,0,0.0,0.0,0.0659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T1_CPA_SWK,ODEz,2025-09-01,0,0.0,0.0,0.0181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-03,0,0.0,0.19,0.1166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-05,0,0.0,0.0,0.1459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-08,0,0.0,0.0,0.0267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-09,0,0.0,0.0,0.0071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-14,0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-16,0,0.0,0.0,0.0915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-26,0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-07-31,0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-08-11,0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-08-17,0,0.0,0.0,0.0838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-08-18,0,0.0,0.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-08-19,0,0.0,0.0,0.0543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SPE_Int,WUpaY0xnb1A3QWNh,2025-08-22,0,0.0,0.0,0.0239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SWK,Nzcx,2025-07-12,0,0.0,0.0,0.4554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SWK,Nzcx,2025-07-19,0,0.0,0.25,0.1279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SWK,Nzcx,2025-07-20,0,0.0,0.0,0.1528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SWK,Nzcx,2025-07-25,0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SWK,Nzcx,2025-07-26,0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SWK,Nzcx,2025-07-31,0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SWK,Nzcx,2025-08-05,0,0.0,0.0,0.0118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SWK,ODE1,2025-07-19,0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SWK,ODE1,2025-09-01,0,0.0,0.0,0.0406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SWK,ODEz,2025-07-12,0,0.0,0.0,0.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SWK,ODEz,2025-07-14,0,0.0,0.0,0.4124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SWK,ODEz,2025-07-24,0,0.0,0.25,0.2634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SWK,ODEz,2025-07-25,0,0.0,0.57,0.2884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SWK,ODEz,2025-07-26,0,0.0,0.0,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SWK,ODEz,2025-08-04,0,0.0,0.0,0.0857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SWK,ODEz,2025-08-05,0,0.0,0.0,0.0772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_T2_CPA_SWK,ODEz,2025-08-06,0,0.0,0.0,0.0074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_iOS_US_CPA_SAM,dWZhOVBsUy1NXzRp,2025-07-06,0,0.0,0.0,0.6535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_iOS_US_CPA_SAM,dWZhOVBsUy1NXzRp,2025-07-28,0,0.0,0.0,0.1712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_iOS_US_CPA_SER,ODY1,2025-07-31,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_US_CPA_SWK,Nzcx,2025-07-14,0,0.0,1.0,0.8819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_US_CPA_SWK,Nzcx,2025-07-25,0,0.0,0.0,0.2063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_US_CPA_SWK,Nzcx,2025-08-30,0,0.0,0.0,0.1021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_US_CPA_SWK,ODE1,2025-08-16,0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_US_CPA_SWK,ODEz,2025-07-24,0,0.0,0.0,0.0385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_US_CPA_SWK,ODEz,2025-08-07,0,0.0,1.0,0.3499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_US_CPA_SWK,ODEz,2025-08-08,0,0.0,0.0,0.0237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_IOS_US_CPA_SWK,ODEz,2025-08-23,0,0.0,2.27,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_T1_CPI_IOS_APPS,NjYw,2025-08-08,0,0.0,0.0,0.0988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_T1_CPI_IOS_APPS,NjYw,2025-08-20,0,0.0,0.0,0.4358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_T1_CPI_IOS_APPS,NjYw,2025-08-30,0,0.0,0.0,0.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_T2_CPI_IOS_APPS,NjYw,2025-08-09,0,0.0,0.0,0.0252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_T2_CPI_IOS_APPS,NjYw,2025-08-21,0,0.0,0.0,0.2154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_T2_CPI_IOS_APPS,NjYw,2025-08-26,0,0.0,0.0,0.9719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ColorJelly Sort,ColorJelly_T2_CPI_IOS_APPS,NjYw,2025-08-28,0,0.0,0.0,0.4337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,Mjgx,2025-07-04,0,0.0,0.0,0.2402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,Mjgx,2025-07-05,0,0.0,0.0,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,Mjgx,2025-07-13,0,0.0,0.0,0.0185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,Mjgx,2025-07-15,0,0.0,0.0,1.2294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,Mjgx,2025-07-22,0,0.0,0.0,0.0919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,Mjgx,2025-07-23,0,0.0,0.0,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,Mjgx,2025-08-02,0,0.0,0.0,0.0279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,Mjgx,2025-08-05,0,0.0,0.0,0.0798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,Mjgx,2025-08-14,0,0.0,0.0,0.6291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,Mjgx,2025-08-17,0,0.0,0.0,0.1591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,Mjgx,2025-08-23,0,0.0,0.0,0.7394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,Mjgx,2025-08-27,0,0.0,0.0,0.0393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,Mjgx,2025-08-30,0,0.0,0.0,0.0661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MTE5,2025-07-03,0,0.0,0.0,0.548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MTE5,2025-07-20,0,0.0,0.0,0.1378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MTE5,2025-07-21,0,0.0,0.0,0.3569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MTE5,2025-07-29,0,0.0,0.0,0.2213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MTE5,2025-08-02,0,0.0,0.0,0.1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MTE5,2025-08-05,0,0.0,0.0,0.5691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MTE5,2025-08-15,0,0.0,0.0,1.6134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MTE5,2025-08-21,0,0.0,0.0,0.0808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-07-04,0,0.0,0.0,0.2657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-07-07,0,0.0,0.0,0.3666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-07-08,0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-07-11,0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-07-13,0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-07-14,0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-07-16,0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-07-17,0,0.0,0.0,0.0212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-07-18,0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-07-19,0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-07-21,0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-07-22,0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-07-23,0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-07-24,0,0.0,0.0,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-07-25,0,0.0,0.0,0.0252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-07-26,0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-07-27,0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-07-28,0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-07-29,0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-07-31,0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-08-01,0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-08-02,0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-08-03,0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-08-04,0,0.0,0.0,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-08-05,0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-08-06,0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-08-08,0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-08-09,0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-08-10,0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-08-11,0,0.0,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-08-13,0,0.0,0.0,0.1037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-08-14,0,0.0,0.0,0.4882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,MzI5,2025-08-15,0,0.0,0.0,0.2492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,NDc2,2025-07-07,0,0.0,0.0,0.1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,NDc2,2025-07-29,0,0.0,0.0,0.4334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,NDg1,2025-07-12,0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,NDg1,2025-07-13,0,0.0,0.0,0.1904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,NDg1,2025-07-17,0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,NDg1,2025-07-22,0,0.0,0.0,0.5214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,NDg1,2025-07-30,0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,NjEy,2025-07-02,0,0.0,0.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,NjEy,2025-07-05,0,0.0,0.0,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,NjEy,2025-07-06,0,0.0,0.0,0.0239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frozen Fisher,FrozenFisher_AND_CA_CPI_PTSDK,NjEy,2025-07-07,0,0.0,0.0,0.0627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
