app,campaign_network,adgroup_id_network,day,installs,ecpi,cost,all_revenue,cohort_ad_revenue,roas_d0,roas_d1,roas_d2,roas_d3,roas_d4,roas_d5,roas_d6,roas_d7,roas_d14,roas_d21,roas_d30,roas_d45
Wood Block Jam,WBJ_JP_LVL250_Android,314,2025-09-09,0,0.0,0.0,0.5596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-07-03,0,0.0,0.0,1.3036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-07-05,0,0.0,0.0,1.3649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-07-06,0,0.0,0.0,0.4712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-07-07,0,0.0,0.0,0.2634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-07-08,0,0.0,0.0,0.5191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-07-09,0,0.0,0.0,0.2541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-07-16,0,0.0,0.0,1.7176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-07-17,0,0.0,0.0,1.1738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-07-19,0,0.0,0.0,1.8512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-07-22,0,0.0,0.0,2.4706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-07-27,0,0.0,0.0,7.1627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-01,0,0.0,0.0,1.7179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-02,0,0.0,0.0,1.4752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-04,0,0.0,0.0,1.5554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-05,0,0.0,0.0,1.2757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-06,0,0.0,0.0,1.5031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-07,0,0.0,0.0,3.6591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-08,0,0.0,0.0,9.6617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-09,0,0.0,0.0,2.0251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-10,0,0.0,0.0,1.7264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-11,0,0.0,0.0,0.9575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-12,0,0.0,0.0,0.7487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-13,0,0.0,0.0,0.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-14,0,0.0,0.0,0.6113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-15,0,0.0,0.0,0.7483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-16,0,0.0,0.0,0.8503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-17,0,0.0,0.0,0.7512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-18,0,0.0,0.0,0.5865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-19,0,0.0,0.0,0.8058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-20,0,0.0,0.0,1.1562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-21,0,0.0,0.0,1.0112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-22,0,0.0,0.0,1.2614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-23,0,0.0,0.0,0.8194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-24,0,0.0,0.0,0.5765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-25,0,0.0,0.0,0.3187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-26,0,0.0,0.0,0.1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-27,0,0.0,0.0,0.0462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-28,0,0.0,0.0,0.0892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-29,0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-30,0,0.0,0.0,0.2055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-08-31,0,0.0,0.0,0.0803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-09-02,0,0.0,0.0,0.1309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,321,2025-09-03,0,0.0,0.0,0.0084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-07-03,0,0.0,0.0,0.1345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-07-04,0,0.0,0.0,0.2362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-07-05,0,0.0,0.0,2.7752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-07-08,0,0.0,0.0,0.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-07-09,0,0.0,0.0,0.5334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-07-11,0,0.0,0.0,0.3911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-07-12,0,0.0,0.0,0.2938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-07-13,0,0.0,0.0,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-07-15,0,0.0,0.0,0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-07-18,0,0.0,0.0,1.1265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-07-19,0,0.0,0.0,0.7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-07-20,0,0.0,0.0,0.6047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-07-21,0,0.0,0.0,0.4455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-07-23,0,0.0,0.0,0.5302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-07-25,0,0.0,0.0,0.9135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-07-26,0,0.0,0.0,0.4127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-07-27,0,0.0,0.0,0.6608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-07-28,0,0.0,0.0,0.4704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-07-29,0,0.0,0.0,0.2915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-07-30,0,0.0,0.0,0.5071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-07-31,0,0.0,0.0,1.1928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-01,0,0.0,0.0,0.5057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-02,0,0.0,0.0,0.7165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-04,0,0.0,0.0,0.7793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-05,0,0.0,0.0,0.2614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-06,0,0.0,0.0,0.2771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-07,0,0.0,0.0,0.4815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-08,0,0.0,0.0,0.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-09,0,0.0,0.0,0.1409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-10,0,0.0,0.0,0.5233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-11,0,0.0,0.0,1.7257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-12,0,0.0,0.0,1.0347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-13,0,0.0,0.0,0.0479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-14,0,0.0,0.0,0.7003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-15,0,0.0,0.0,0.8315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-16,0,0.0,0.0,0.6339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-17,0,0.0,0.0,0.1552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-18,0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-19,0,0.0,0.0,0.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-21,0,0.0,0.0,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-22,0,0.0,0.0,0.0819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-23,0,0.0,0.0,0.1803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-30,0,0.0,0.0,0.0387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-08-31,0,0.0,0.0,0.0499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-09-02,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,355,2025-09-06,0,0.0,0.0,0.0717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,402,2025-07-22,0,0.0,0.0,0.1185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,402,2025-07-23,0,0.0,0.0,0.0791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,402,2025-07-25,0,0.0,0.0,0.0174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,402,2025-07-26,0,0.0,0.0,0.0907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,402,2025-07-27,0,0.0,0.0,0.0287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,402,2025-07-30,0,0.0,0.0,0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,429,2025-07-02,0,0.0,0.0,0.0133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-07-08,0,0.0,0.0,0.4061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-07-09,0,0.0,0.0,0.3162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-07-10,0,0.0,0.0,0.2584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-07-11,0,0.0,0.0,0.5076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-07-14,0,0.0,0.0,0.2215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-07-15,0,0.0,0.0,0.3927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-07-16,0,0.0,0.0,0.2624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-07-17,0,0.0,0.0,0.1734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-07-18,0,0.0,0.0,0.0907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-07-20,0,0.0,0.0,0.4852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-07-21,0,0.0,0.0,0.5093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-07-23,0,0.0,0.0,0.3049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-07-24,0,0.0,0.0,0.1923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-07-25,0,0.0,0.0,0.4883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-07-26,0,0.0,0.0,0.1555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-07-27,0,0.0,0.0,0.3118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-07-28,0,0.0,0.0,0.2487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-07-29,0,0.0,0.0,0.3249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-07-30,0,0.0,0.0,0.2718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-07-31,0,0.0,0.0,0.2796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-08-01,0,0.0,0.0,0.2109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-08-02,0,0.0,0.0,0.1697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-08-03,0,0.0,0.0,0.3439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-08-04,0,0.0,0.0,0.2595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-08-05,0,0.0,0.0,0.2595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-08-06,0,0.0,0.0,0.5822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-08-07,0,0.0,0.0,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-08-08,0,0.0,0.0,0.4031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-08-09,0,0.0,0.0,0.3089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-08-10,0,0.0,0.0,0.2767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-08-11,0,0.0,0.0,0.3536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-08-12,0,0.0,0.0,0.2613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-08-13,0,0.0,0.0,0.4046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-08-14,0,0.0,0.0,0.4076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-08-15,0,0.0,0.0,0.576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-08-16,0,0.0,0.0,0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-08-17,0,0.0,0.0,0.6835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,467,2025-08-18,0,0.0,0.0,0.2184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,469,2025-06-30,0,0.0,0.0,0.2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wood Block Jam,WBJ_JP_LVL250_Android,469,2025-07-01,0,0.0,0.0,0.3635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
